age_head,DSI,EIC,FLPDYR,f2441,f6251,MARS,XTOT,e00200,e00300,e00400,e00600,e00700,e00800,e00900,e01200,e01700,e01400,e02000,e02100,e02300,e02400,e03150,e03300,e03400,e03500,e03270,e07300,e07400,e07600,e09700,e09800,e09900,e11200,e17500,e18500,e19200,e20100,e19800,e20500,e20400,e27200,e26270,e32800,MIDR,n24,e00650,e01100,e03210,e03220,e03230,e03240,e03290,e07240,e07260,p08000,e18400,p22250,p23250,e24515,e24518,p25470,e58990,e62900,e87530,RECID,s006,p87521,age_spouse,e00200p,e00900p,e02100p,filer
99,0,0,1991,0,1,1,1,4371,97880,0,0,0,0,0,0,0,61650,-65570,0,0,0,0,0,0,0,0,0,0,0,0,0,6165,0,0,0,0,0,0,0,0,3066,0,0,-4981.951,-1061.863,0,-5895.195,-4091.189,-4819.142,-140.098,-5665.605,-1445.18,-4164.271,-949.395,-1988.336,-4134.95,-6458.115,-5501.952,-2073.201,-4656.89,-2121.506,-6274.276,-2645.338,-37.584,-4961.623,-5249.266,0,0,4371,0,0,3550
99,0,0,1991,0,1,2,5,183,5422,0,0,1155,0,97670,0,0,412,-166800,0,0,0,0,2624,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4975.363,-1060.459,0,-5887.399,-4085.779,-4812.769,-139.913,-5658.113,-1443.269,-4158.764,-948.14,-1985.707,-4129.482,-6449.575,-5494.677,-2070.46,-4650.732,-2118.7,-6265.979,-2641.84,-37.534,-4955.062,-5242.325,0,0,183,97670,0,3551
99,0,0,1991,0,1,2,4,67360,1349,0,0,0,0,0,0,0,0,-529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4972.435,-1059.835,0,-5883.935,-4083.374,-4809.937,-139.83,-5654.783,-1442.42,-4156.317,-947.582,-1984.539,-4127.052,-6445.779,-5491.443,-2069.241,-4647.995,-2117.453,-6262.292,-2640.285,-37.512,-4952.146,-5239.239,0,0,67360,0,0,3552
99,0,0,1991,0,0,2,5,0,0,0,0,0,0,-48690,0,0,0,-2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,0,0,-4962.919,-1057.806,0,-5872.674,-4075.56,-4800.732,-139.563,-5643.961,-1439.659,-4148.363,-945.768,-1980.741,-4119.154,-6433.444,-5480.934,-2065.281,-4639.1,-2113.401,-6250.307,-2635.232,-37.44,-4942.669,-5229.213,0,0,0,-48690,0,3553
99,0,0,1991,0,0,2,2,142300,3247,0,87260,0,0,0,0,0,0,-298000,0,0,0,0,0,0,0,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,-4960.723,-1057.338,0,-5870.076,-4073.756,-4798.608,-139.501,-5641.464,-1439.022,-4146.527,-945.35,-1979.864,-4117.331,-6430.597,-5478.509,-2064.368,-4637.047,-2112.466,-6247.542,-2634.066,-37.423,-4940.482,-5226.899,0,0,142300,0,0,3554
99,0,0,1991,0,0,1,1,1200,37,0,0,0,0,0,0,0,0,0,-16760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4950.475,-1055.154,0,-5857.949,-4065.341,-4788.695,-139.213,-5629.81,-1436.049,-4137.961,-943.397,-1975.774,-4108.826,-6417.313,-5467.191,-2060.103,-4627.468,-2108.102,-6234.635,-2628.625,-37.346,-4930.275,-5216.101,0,0,1200,0,-16760,3555
99,0,0,1991,0,0,2,4,0,10030,0,404,336,0,0,0,0,0,-89400,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4942.423,-1053.438,0,-5848.421,-4058.729,-4780.906,-138.987,-5620.653,-1433.714,-4131.231,-941.863,-1972.561,-4102.143,-6406.875,-5458.299,-2056.752,-4619.941,-2104.673,-6224.495,-2624.349,-37.285,-4922.256,-5207.617,0,0,0,0,0,3556
99,0,0,1991,0,1,2,3,9852,11540,0,24170,827,0,0,0,9,1761,-87420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4940.959,-1053.126,0,-5846.689,-4057.526,-4779.49,-138.945,-5618.988,-1433.289,-4130.007,-941.584,-1971.976,-4100.928,-6404.977,-5456.682,-2056.143,-4618.573,-2104.05,-6222.651,-2623.572,-37.274,-4920.798,-5206.075,0,0,9852,0,0,3557
99,0,1,1991,0,0,2,3,0,94870,174800,139200,0,0,0,0,0,0,-299400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26410,0,0,-4931.443,-1051.098,0,-5835.429,-4049.712,-4770.285,-138.678,-5608.166,-1430.529,-4122.053,-939.77,-1968.178,-4093.03,-6392.642,-5446.173,-2052.183,-4609.678,-2099.998,-6210.667,-2618.519,-37.203,-4911.321,-5196.048,0,0,0,0,0,3558
99,0,0,1991,0,1,2,2,0,34980,0,250,0,0,-13540,0,0,0,-684,28040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4914.607,-1047.509,0,-5815.507,-4035.886,-4753.999,-138.204,-5589.02,-1425.645,-4107.98,-936.562,-1961.459,-4079.056,-6370.817,-5427.58,-2045.177,-4593.941,-2092.828,-6189.464,-2609.579,-37.075,-4894.554,-5178.309,0,0,0,-13540,28040,3559
99,0,0,1991,0,1,2,2,41630,260,0,0,0,0,0,0,0,0,0,-2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4905.823,-1045.637,0,-5805.113,-4028.673,-4745.502,-137.957,-5579.031,-1423.097,-4100.638,-934.888,-1957.953,-4071.766,-6359.431,-5417.879,-2041.521,-4585.73,-2089.088,-6178.401,-2604.915,-37.009,-4885.806,-5169.054,0,0,41630,0,-2103,3560
99,0,0,1991,0,1,1,3,72640,542,0,0,0,0,0,0,0,0,-14440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14440,0,0,-4905.823,-1045.637,0,-5805.113,-4028.673,-4745.502,-137.957,-5579.031,-1423.097,-4100.638,-934.888,-1957.953,-4071.766,-6359.431,-5417.879,-2041.521,-4585.73,-2089.088,-6178.401,-2604.915,-37.009,-4885.806,-5169.054,0,0,72640,0,0,3561
99,0,0,1991,0,0,2,2,0,489900,0,1794,11480,0,161100,0,0,0,-692000,-34220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4898.503,-1044.077,0,-5796.451,-4022.662,-4738.422,-137.751,-5570.706,-1420.973,-4094.52,-933.493,-1955.032,-4065.69,-6349.942,-5409.795,-2038.475,-4578.887,-2085.971,-6169.182,-2601.028,-36.954,-4878.516,-5161.341,0,0,0,161100,-34220,3562
99,0,0,1991,0,1,2,4,122700,4967,0,199,0,0,0,0,0,932,33420,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4883.864,-1040.956,0,-5779.127,-4010.639,-4724.26,-137.34,-5554.057,-1416.727,-4082.283,-930.703,-1949.189,-4053.539,-6330.964,-5393.627,-2032.383,-4565.203,-2079.736,-6150.745,-2593.255,-36.844,-4863.936,-5145.916,0,0,122700,0,0,3563
99,0,0,1991,0,1,2,4,126700,235800,0,11190,17810,0,46380,0,0,0,-593600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4878.008,-1039.708,0,-5772.198,-4005.83,-4718.596,-137.175,-5547.398,-1415.028,-4077.388,-929.587,-1946.852,-4048.679,-6323.373,-5387.16,-2029.946,-4559.729,-2077.243,-6143.37,-2590.145,-36.799,-4858.104,-5139.746,0,0,126700,46380,0,3564
99,0,0,1991,0,0,2,4,25990,4080,2509,8,0,0,-28090,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4874.348,-1038.928,0,-5767.867,-4002.825,-4715.055,-137.072,-5543.236,-1413.966,-4074.328,-928.89,-1945.391,-4045.641,-6318.629,-5383.118,-2028.423,-4556.308,-2075.684,-6138.761,-2588.202,-36.772,-4854.459,-5135.889,0,0,25990,-28090,0,3565
99,0,0,1991,0,0,4,2,0,24,0,0,0,0,-75020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4873.616,-1038.772,0,-5767.001,-4002.224,-4714.347,-137.052,-5542.403,-1413.754,-4073.717,-928.75,-1945.099,-4045.034,-6317.68,-5382.31,-2028.118,-4555.623,-2075.372,-6137.839,-2587.813,-36.766,-4853.73,-5135.118,0,0,0,-75020,0,3566
99,1,0,1991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4867.028,-1037.368,0,-5759.205,-3996.814,-4707.975,-136.866,-5534.911,-1411.843,-4068.21,-927.495,-1942.47,-4039.566,-6309.14,-5375.034,-2025.377,-4549.465,-2072.567,-6129.542,-2584.315,-36.717,-4847.169,-5128.177,0,0,0,0,0,3567
99,0,0,1991,0,0,2,2,52500,499,0,2399,0,0,0,0,0,1179,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4865.564,-1037.056,0,-5757.473,-3995.611,-4706.558,-136.825,-5533.246,-1411.418,-4066.986,-927.216,-1941.885,-4038.351,-6307.242,-5373.417,-2024.768,-4548.097,-2071.944,-6127.698,-2583.538,-36.706,-4845.711,-5126.634,0,0,52500,0,0,3568
99,0,0,1991,0,1,1,1,940,21100,21940,5594,3960,0,0,0,0,0,-219200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4853.12,-1034.404,0,-5742.748,-3985.393,-4694.521,-136.475,-5519.095,-1407.808,-4056.585,-924.844,-1936.919,-4028.022,-6291.111,-5359.674,-2019.589,-4536.465,-2066.644,-6112.026,-2576.93,-36.612,-4833.318,-5113.522,0,0,940,0,0,3569
99,0,0,1991,0,0,2,3,0,5315,0,0,786,0,-86620,0,0,0,14480,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,-4850.192,-1033.78,0,-5739.283,-3982.988,-4691.689,-136.393,-5515.765,-1406.959,-4054.137,-924.286,-1935.75,-4025.592,-6287.316,-5356.441,-2018.371,-4533.728,-2065.398,-6108.339,-2575.376,-36.59,-4830.401,-5110.437,0,0,0,-86620,0,3570
99,0,0,1991,0,0,2,3,0,376,0,0,0,0,-325,0,0,0,-10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10490,0,0,-4834.088,-1030.347,0,-5720.227,-3969.764,-4676.111,-135.94,-5497.451,-1402.287,-4040.677,-921.217,-1929.323,-4012.226,-6266.44,-5338.656,-2011.669,-4518.675,-2058.54,-6088.057,-2566.825,-36.468,-4814.363,-5093.469,0,0,0,-325,0,3571
99,0,0,1991,0,1,2,2,262000,85790,699,258,7926,0,-5495,0,0,271300,-949100,0,0,0,0,0,0,0,1886,0,0,0,0,0,33190,0,0,0,0,0,0,0,0,149800,0,0,-4829.696,-1029.411,0,-5715.03,-3966.157,-4671.863,-135.816,-5492.457,-1401.013,-4037.005,-920.38,-1927.57,-4008.581,-6260.747,-5333.806,-2009.842,-4514.57,-2056.67,-6082.526,-2564.493,-36.435,-4809.989,-5088.842,0,0,262000,-5495,0,3572
99,0,0,1991,0,1,2,2,3327,643900,308400,31240,1389,0,-14540,0,7175,0,-746300,0,0,21960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4826.768,-1028.787,0,-5711.566,-3963.752,-4669.031,-135.734,-5489.127,-1400.164,-4034.558,-919.823,-1926.402,-4006.151,-6256.951,-5330.572,-2008.623,-4511.833,-2055.423,-6078.839,-2562.938,-36.413,-4807.073,-5085.757,0,0,3327,-14540,0,3573
99,0,0,1991,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4826.036,-1028.631,0,-5710.699,-3963.151,-4668.323,-135.714,-5488.294,-1399.952,-4033.946,-919.683,-1926.11,-4005.543,-6256.002,-5329.764,-2008.319,-4511.148,-2055.111,-6077.917,-2562.549,-36.407,-4806.344,-5084.985,0,0,0,0,0,3574
99,0,0,1991,0,0,2,3,0,19820,0,0,0,0,-513,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225200,0,0,-4824.572,-1028.319,0,-5708.967,-3961.949,-4666.906,-135.672,-5486.629,-1399.527,-4032.722,-919.404,-1925.525,-4004.328,-6254.105,-5328.147,-2007.709,-4509.78,-2054.488,-6076.073,-2561.772,-36.396,-4804.886,-5083.443,0,0,0,-513,0,3575
99,0,0,1991,0,0,1,1,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4820.912,-1027.539,0,-5704.636,-3958.943,-4663.366,-135.569,-5482.467,-1398.465,-4029.663,-918.707,-1924.065,-4001.29,-6249.36,-5324.105,-2006.186,-4506.359,-2052.929,-6071.464,-2559.829,-36.369,-4801.241,-5079.587,0,0,0,0,0,3576
99,0,0,1991,0,0,2,6,32570,0,0,109,0,0,-26810,0,0,0,-1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,0,0,-4812.86,-1025.823,0,-5695.108,-3952.331,-4655.577,-135.343,-5473.31,-1396.13,-4022.933,-917.172,-1920.851,-3994.607,-6238.922,-5315.213,-2002.836,-4498.832,-2049.5,-6061.323,-2555.553,-36.308,-4793.222,-5071.103,0,0,32570,-26810,0,3577
99,0,0,1991,0,1,1,1,0,172400,3548,8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4808.468,-1024.886,0,-5689.911,-3948.725,-4651.329,-135.22,-5468.316,-1394.856,-4019.262,-916.335,-1919.098,-3990.962,-6233.229,-5310.362,-2001.008,-4494.727,-2047.63,-6055.792,-2553.221,-36.275,-4788.848,-5066.475,0,0,0,0,0,3578
99,0,0,1991,0,0,2,3,2869,410,0,1591,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,0,0,-4804.076,-1023.95,0,-5684.714,-3945.118,-4647.08,-135.096,-5463.321,-1393.582,-4015.591,-915.498,-1917.345,-3987.317,-6227.536,-5305.512,-1999.18,-4490.621,-2045.76,-6050.261,-2550.889,-36.242,-4784.474,-5061.847,0,0,2869,0,0,3579
99,0,0,1991,0,0,2,2,474,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4801.148,-1023.326,0,-5681.249,-3942.713,-4644.248,-135.014,-5459.991,-1392.732,-4013.143,-914.94,-1916.177,-3984.887,-6223.74,-5302.278,-1997.962,-4487.884,-2044.513,-6046.573,-2549.334,-36.22,-4781.558,-5058.762,0,0,474,432,0,3580
99,0,0,1991,0,1,2,2,342400,104300,232000,12020,31410,0,-681600,0,0,79830,-25370,0,0,7809,0,0,0,0,0,0,0,0,0,0,0,5304,0,0,0,0,0,0,0,11160,0,0,-4788.704,-1020.674,0,-5666.524,-3932.494,-4632.211,-134.664,-5445.84,-1389.122,-4002.742,-912.569,-1911.21,-3974.558,-6207.609,-5288.535,-1992.783,-4476.252,-2039.214,-6030.901,-2542.727,-36.126,-4769.165,-5045.651,0,0,342400,-681600,0,3581
99,0,0,1991,0,0,1,1,0,150100,5158000,703,0,0,0,0,0,0,-216100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52440,0,-4780.652,-1018.958,0,-5656.996,-3925.882,-4624.422,-134.437,-5436.683,-1386.787,-3996.011,-911.034,-1907.997,-3967.875,-6197.171,-5279.643,-1989.433,-4468.726,-2035.785,-6020.761,-2538.451,-36.065,-4761.146,-5037.167,0,0,0,0,0,3582
99,0,0,1991,0,0,2,4,76,48,0,0,988,0,-66350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4774.796,-1017.71,0,-5650.067,-3921.073,-4618.757,-134.273,-5430.023,-1385.088,-3991.116,-909.918,-1905.66,-3963.015,-6189.58,-5273.176,-1986.996,-4463.252,-2033.291,-6013.386,-2535.342,-36.021,-4755.314,-5030.996,0,0,76,-66350,0,3583
99,0,0,1991,0,1,2,3,0,58,0,4520,0,0,0,0,0,2367,-30970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9821,0,0,-4774.064,-1017.554,0,-5649.201,-3920.472,-4618.049,-134.252,-5429.191,-1384.876,-3990.505,-909.779,-1905.367,-3962.408,-6188.631,-5272.368,-1986.691,-4462.568,-2032.98,-6012.464,-2534.953,-36.015,-4754.585,-5030.225,0,0,0,0,0,3584
99,0,1,1991,0,0,2,5,0,1361,0,0,0,0,1977,0,0,0,19290,-47630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4773.332,-1017.398,0,-5648.335,-3919.871,-4617.341,-134.231,-5428.358,-1384.663,-3989.893,-909.639,-1905.075,-3961.8,-6187.683,-5271.559,-1986.386,-4461.884,-2032.668,-6011.542,-2534.565,-36.01,-4753.856,-5029.454,0,0,0,1977,-47630,3585
99,0,0,1991,0,0,2,2,0,6018,0,0,0,0,46570,0,0,0,-93510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4765.281,-1015.681,0,-5638.807,-3913.259,-4609.552,-134.005,-5419.202,-1382.328,-3983.162,-908.105,-1901.862,-3955.117,-6177.245,-5262.667,-1983.036,-4454.357,-2029.239,-6001.401,-2530.289,-35.949,-4745.837,-5020.97,0,0,0,46570,0,3586
99,0,0,1991,0,0,2,5,0,266,0,0,0,0,0,0,0,0,-137000,59040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,-4756.497,-1013.809,0,-5628.413,-3906.045,-4601.056,-133.758,-5409.212,-1379.78,-3975.82,-906.431,-1898.356,-3947.826,-6165.858,-5252.966,-1979.38,-4446.146,-2025.499,-5990.339,-2525.625,-35.883,-4737.089,-5011.715,0,0,0,0,59040,3587
99,0,0,1991,0,0,1,1,3280,26030,7544,545,0,0,0,0,0,0,-75520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4752.837,-1013.029,0,-5624.082,-3903.04,-4597.515,-133.655,-5405.05,-1378.718,-3972.761,-905.734,-1896.895,-3944.789,-6161.114,-5248.924,-1977.857,-4442.725,-2023.94,-5985.729,-2523.682,-35.855,-4733.444,-5007.858,0,0,3280,0,0,3588
99,0,0,1991,0,1,3,1,0,15630,0,385,1481,0,0,0,1420,0,-82330,0,0,18120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94930,0,0,-4752.105,-1012.873,0,-5623.216,-3902.439,-4596.807,-133.635,-5404.218,-1378.506,-3972.149,-905.594,-1896.603,-3944.181,-6160.165,-5248.116,-1977.553,-4442.041,-2023.628,-5984.808,-2523.293,-35.85,-4732.715,-5007.087,0,0,0,0,0,3589
99,0,0,1991,0,0,2,7,0,24,0,0,0,0,0,0,0,0,-5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4752.105,-1012.873,0,-5623.216,-3902.439,-4596.807,-133.635,-5404.218,-1378.506,-3972.149,-905.594,-1896.603,-3944.181,-6160.165,-5248.116,-1977.553,-4442.041,-2023.628,-5984.808,-2523.293,-35.85,-4732.715,-5007.087,0,0,0,0,0,3590
99,0,0,1991,0,0,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4738.197,-1009.909,0,-5606.758,-3891.017,-4583.354,-133.243,-5388.401,-1374.471,-3960.524,-902.944,-1891.052,-3932.638,-6142.136,-5232.756,-1971.765,-4429.04,-2017.706,-5967.292,-2515.908,-35.745,-4718.863,-4992.433,0,0,0,0,0,3591
99,0,0,1991,0,1,2,3,0,2147,0,0,0,0,389,0,0,0,365000,-513400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4735.269,-1009.285,0,-5603.293,-3888.613,-4580.522,-133.161,-5385.071,-1373.622,-3958.076,-902.386,-1889.884,-3930.208,-6138.341,-5229.522,-1970.546,-4426.303,-2016.459,-5963.604,-2514.353,-35.723,-4715.947,-4989.348,0,0,0,389,-513400,3592
99,0,0,1991,0,0,2,2,18690,14270,0,5421,0,0,0,0,0,0,45570,-383700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,-4730.877,-1008.348,0,-5598.096,-3885.006,-4576.273,-133.038,-5380.077,-1372.348,-3954.405,-901.549,-1888.131,-3926.562,-6132.647,-5224.672,-1968.719,-4422.198,-2014.589,-5958.073,-2512.021,-35.689,-4711.573,-4984.72,0,0,18690,0,-383700,3593
99,0,0,1991,0,0,2,3,4318,89,0,427,0,0,0,0,0,945,-5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5044,0,0,-4727.949,-1007.724,0,-5594.632,-3882.602,-4573.441,-132.955,-5376.747,-1371.498,-3951.958,-900.991,-1886.962,-3924.132,-6128.852,-5221.438,-1967.5,-4419.461,-2013.342,-5954.386,-2510.467,-35.667,-4708.657,-4981.635,0,0,4318,0,0,3594
99,0,0,1991,0,0,2,4,0,1675,0,0,0,0,0,0,0,0,223300,-266200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4722.093,-1006.476,0,-5587.702,-3877.793,-4567.776,-132.791,-5370.087,-1369.8,-3947.063,-899.875,-1884.625,-3919.272,-6121.261,-5214.971,-1965.063,-4413.987,-2010.848,-5947.011,-2507.357,-35.623,-4702.825,-4975.465,0,0,0,0,-266200,3595
99,0,0,1991,0,1,2,2,263500,71570,194,8472,11400,0,0,0,0,330,-198200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10540,0,0,0,0,0,0,0,10740,0,0,-4719.165,-1005.852,0,-5584.238,-3875.388,-4564.944,-132.708,-5366.758,-1368.95,-3944.616,-899.317,-1883.457,-3916.842,-6117.465,-5211.738,-1963.845,-4411.25,-2009.601,-5943.323,-2505.802,-35.601,-4699.909,-4972.38,0,0,263500,0,0,3596
99,0,0,1991,0,1,2,2,0,557,0,0,3077,0,-33700,0,0,0,-47400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,-4708.185,-1003.512,0,-5571.245,-3866.372,-4554.323,-132.399,-5354.271,-1365.765,-3935.438,-897.225,-1879.074,-3907.728,-6103.232,-5199.612,-1959.276,-4400.987,-2004.926,-5929.495,-2499.972,-35.518,-4688.974,-4960.811,0,0,0,-33700,0,3597
99,0,0,1991,0,1,2,2,45100,484300,14790,548,9967,0,19820,0,0,0,-1065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,0,0,-4698.669,-1001.484,0,-5559.985,-3858.557,-4545.118,-132.132,-5343.449,-1363.005,-3927.484,-895.411,-1875.276,-3899.83,-6090.896,-5189.103,-1955.316,-4392.092,-2000.873,-5917.511,-2494.92,-35.446,-4679.497,-4950.784,0,0,45100,19820,0,3598
99,0,1,1991,0,0,2,5,0,915,0,0,0,0,0,0,0,0,0,-118700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4690.617,-999.767,0,-5550.457,-3851.945,-4537.329,-131.905,-5334.292,-1360.669,-3920.753,-893.877,-1872.063,-3893.147,-6080.459,-5180.21,-1951.965,-4384.565,-1997.445,-5907.37,-2490.644,-35.386,-4671.478,-4942.3,0,0,0,0,-118700,3599
99,0,0,1991,0,0,2,2,0,2851,0,0,0,0,-1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4679.637,-997.427,0,-5537.464,-3842.928,-4526.708,-131.597,-5321.806,-1357.484,-3911.576,-891.784,-1867.681,-3884.034,-6066.225,-5168.084,-1947.396,-4374.302,-1992.769,-5893.542,-2484.814,-35.303,-4660.543,-4930.731,0,0,0,-1689,0,3600
99,0,0,1991,0,1,1,1,9000,66,0,0,0,0,3862,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4673.781,-996.179,0,-5530.535,-3838.119,-4521.043,-131.432,-5315.146,-1355.785,-3906.681,-890.668,-1865.344,-3879.174,-6058.634,-5161.617,-1944.959,-4368.828,-1990.275,-5886.167,-2481.704,-35.259,-4654.711,-4924.561,0,0,9000,3862,0,3601
99,0,0,1991,0,0,1,1,154500,338,0,62,0,0,0,0,0,0,-218500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4673.049,-996.023,0,-5529.669,-3837.518,-4520.335,-131.411,-5314.314,-1355.573,-3906.069,-890.529,-1865.051,-3878.566,-6057.685,-5160.809,-1944.654,-4368.144,-1989.964,-5885.245,-2481.316,-35.253,-4653.982,-4923.79,0,0,154500,0,0,3602
99,0,0,1991,0,0,2,3,34840,10640,0,12660,2620,0,45620,0,0,0,-147800,0,0,0,0,0,0,0,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27810,0,0,-4671.585,-995.711,0,-5527.936,-3836.316,-4518.919,-131.37,-5312.649,-1355.148,-3904.845,-890.25,-1864.467,-3877.351,-6055.787,-5159.192,-1944.045,-4366.775,-1989.34,-5883.401,-2480.538,-35.242,-4652.524,-4922.247,0,0,34840,45620,0,3603
99,0,0,1991,0,0,1,1,0,94,0,0,0,0,0,0,0,0,-2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,0,0,-4666.461,-994.619,0,-5521.873,-3832.108,-4513.963,-131.226,-5306.822,-1353.662,-3900.562,-889.273,-1862.422,-3873.098,-6049.145,-5153.533,-1941.913,-4361.986,-1987.158,-5876.948,-2477.818,-35.203,-4647.421,-4916.848,0,0,0,0,0,3604
99,0,0,1991,0,0,2,2,0,5650,0,13,0,0,-73700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4664.997,-994.307,0,-5520.141,-3830.906,-4512.547,-131.185,-5305.157,-1353.237,-3899.338,-888.994,-1861.838,-3871.883,-6047.248,-5151.916,-1941.304,-4360.617,-1986.535,-5875.104,-2477.04,-35.192,-4645.963,-4915.306,0,0,0,-73700,0,3605
99,0,0,1991,0,1,1,1,12000,31590,17310,27820,0,0,0,0,0,0,-169800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31610,0,0,-4661.337,-993.527,0,-5515.81,-3827.9,-4509.006,-131.082,-5300.995,-1352.175,-3896.279,-888.297,-1860.377,-3868.846,-6042.503,-5147.874,-1939.78,-4357.196,-1984.976,-5870.495,-2475.097,-35.165,-4642.318,-4911.45,0,0,12000,0,0,3606
