age_head,DSI,EIC,FLPDYR,f2441,f6251,MARS,XTOT,e00200,e00300,e00400,e00600,e00700,e00800,e00900,e01200,e01700,e01400,e02000,e02100,e02300,e02400,e03150,e03300,e03400,e03500,e03270,e07300,e07400,e07600,e09700,e09800,e09900,e11200,e17500,e18500,e19200,e20100,e19800,e20500,e20400,e27200,e26270,e32800,MIDR,n24,e00650,e01100,e03210,e03220,e03230,e03240,e03290,e07240,e07260,p08000,e18400,p22250,p23250,e24515,e24518,p25470,e58990,e62900,e87530,RECID,s006,p87521,age_spouse,e00200p,e00900p,e02100p,filer
99,0,0,1991,0,1,2,2,120000,5699,0,1239,0,0,-43430,0,0,2133,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80570,0,0,-33503.363,-7140.973,0,-39644.882,-27513.034,-32408.482,-942.152,-38100.9,-9718.761,-28004.507,-6384.634,-13371.461,-27807.328,-43430.491,-37000.347,-13942.172,-31317.346,-14267.016,-42194.184,-17789.76,-252.747,-33366.658,-35301.044,0,0,120000,-43430,0,2135
99,0,0,1991,0,0,2,2,6462,6159,0,0,0,0,5094,0,0,1524,-49370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11340,0,0,-33444.803,-7128.492,0,-39575.588,-27464.945,-32351.836,-940.506,-38034.304,-9701.774,-27955.559,-6373.474,-13348.089,-27758.724,-43354.58,-36935.675,-13917.803,-31262.607,-14242.079,-42120.434,-17758.665,-252.306,-33308.338,-35239.342,0,0,6462,5094,0,2136
99,0,0,1991,0,0,2,4,273600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33415.523,-7122.251,0,-39540.941,-27440.9,-32323.513,-939.682,-38001.007,-9693.28,-27931.085,-6367.895,-13336.403,-27734.422,-43316.625,-36903.339,-13905.619,-31235.238,-14229.611,-42083.559,-17743.118,-252.085,-33279.177,-35208.491,0,0,273600,0,0,2137
99,0,0,1991,0,0,2,2,0,136600,0,0,0,0,0,0,0,0,-590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33415.523,-7122.251,0,-39540.941,-27440.9,-32323.513,-939.682,-38001.007,-9693.28,-27931.085,-6367.895,-13336.403,-27734.422,-43316.625,-36903.339,-13905.619,-31235.238,-14229.611,-42083.559,-17743.118,-252.085,-33279.177,-35208.491,0,0,0,0,0,2138
99,0,0,1991,0,1,2,2,0,228000,0,0,84810,0,0,0,0,0,-189600,0,0,0,0,98120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33400.884,-7119.131,0,-39523.618,-27428.878,-32309.352,-939.27,-37984.358,-9689.034,-27918.848,-6365.105,-13330.56,-27722.272,-43297.647,-36887.171,-13899.526,-31221.553,-14223.376,-42065.121,-17735.345,-251.974,-33264.597,-35193.066,0,0,0,0,0,2139
99,0,0,1991,0,1,2,2,9000,541200,0,1464,0,0,0,0,0,0,-109700,0,0,24520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33364.284,-7111.33,0,-39480.309,-27398.822,-32273.948,-938.241,-37942.736,-9678.417,-27888.255,-6358.13,-13315.953,-27691.894,-43250.203,-36846.751,-13884.296,-31187.341,-14207.791,-42019.028,-17715.911,-251.698,-33228.147,-35154.502,0,0,9000,0,0,2140
99,0,0,1991,0,1,1,1,129600,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33335.004,-7105.089,0,-39445.662,-27374.778,-32245.625,-937.418,-37909.438,-9669.923,-27863.781,-6352.55,-13304.267,-27667.593,-43212.247,-36814.415,-13872.111,-31159.972,-14195.322,-41982.153,-17700.364,-251.477,-33198.986,-35123.652,0,0,129600,0,0,2141
99,0,0,1991,0,1,3,1,0,1743,0,735,0,0,-435300,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33327.684,-7103.529,0,-39437.0,-27368.766,-32238.544,-937.212,-37901.113,-9667.8,-27857.662,-6351.155,-13301.346,-27661.517,-43202.759,-36806.331,-13869.065,-31153.13,-14192.205,-41972.934,-17696.477,-251.422,-33191.696,-35115.939,0,0,0,-435300,0,2142
99,0,0,1991,0,1,2,4,158600,3750,0,6766,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,-33298.404,-7097.288,0,-39402.353,-27344.722,-32210.222,-936.389,-37867.816,-9659.306,-27833.188,-6345.576,-13289.66,-27637.215,-43164.803,-36773.995,-13856.88,-31125.76,-14179.737,-41936.059,-17680.93,-251.201,-33162.536,-35085.088,0,0,158600,0,0,2143
99,0,1,1991,0,1,2,4,0,710,0,1055,0,0,0,0,0,17400,-16630,-71070,0,0,0,0,0,0,1478,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,-33239.845,-7084.806,0,-39333.059,-27296.633,-32153.576,-934.742,-37801.22,-9642.319,-27784.24,-6334.416,-13266.288,-27588.612,-43088.892,-36709.324,-13832.511,-31071.022,-14154.8,-41862.309,-17649.836,-250.759,-33104.216,-35023.386,0,0,0,0,-71070,2144
99,0,0,1991,0,1,2,9,18940,280400,0,32610,0,0,0,0,0,0,-256900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33225.205,-7081.686,0,-39315.735,-27284.61,-32139.414,-934.33,-37784.571,-9638.072,-27772.003,-6331.626,-13260.446,-27576.461,-43069.915,-36693.156,-13826.419,-31057.337,-14148.566,-41843.872,-17642.062,-250.649,-33089.635,-35007.961,0,0,18940,0,0,2145
99,0,0,1991,0,0,1,1,22000,11830,0,0,0,0,0,0,0,0,24400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33144.686,-7064.524,0,-39220.456,-27218.488,-32061.526,-932.066,-37693.003,-9614.715,-27704.699,-6316.282,-13228.31,-27509.631,-42965.537,-36604.232,-13792.911,-30982.071,-14114.278,-41742.465,-17599.308,-250.041,-33009.445,-34923.121,0,0,22000,0,0,2146
99,0,0,1991,0,1,2,3,63640,33680,0,41,6518,0,0,0,28620,0,-166100,0,0,0,2000,3636,0,0,0,0,0,0,0,0,2862,0,0,0,0,0,0,0,0,0,0,0,-33042.207,-7042.681,0,-39099.191,-27134.332,-31962.396,-929.184,-37576.461,-9584.987,-27619.04,-6296.753,-13187.409,-27424.575,-42832.693,-36491.056,-13750.266,-30886.279,-14070.638,-41613.403,-17544.893,-249.268,-32907.384,-34815.143,0,0,63640,0,0,2147
99,0,1,1991,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,-270700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33027.567,-7039.561,0,-39081.868,-27122.309,-31948.235,-928.772,-37559.812,-9580.741,-27606.803,-6293.963,-13181.567,-27412.424,-42813.715,-36474.888,-13744.173,-30872.594,-14064.404,-41594.965,-17537.119,-249.158,-32892.803,-34799.718,0,0,0,0,-270700,2148
99,0,0,1991,0,1,3,2,12010,105400,0,0,0,0,0,0,0,54,-1844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32895.808,-7011.478,0,-38925.956,-27014.109,-31820.782,-925.067,-37409.972,-9542.52,-27496.669,-6268.854,-13128.981,-27303.066,-42642.916,-36329.377,-13689.343,-30749.432,-14008.296,-41429.028,-17467.157,-248.164,-32761.582,-34660.889,0,0,12010,0,0,2149
99,0,0,1991,0,0,2,3,32990,22020,0,0,639,0,0,0,0,0,-110100,-115400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54380,0,0,-32888.488,-7009.918,0,-38917.294,-27008.097,-31813.701,-924.861,-37401.648,-9540.396,-27490.551,-6267.459,-13126.059,-27296.99,-42633.427,-36321.293,-13686.297,-30742.59,-14005.179,-41419.809,-17463.271,-248.109,-32754.292,-34653.177,0,0,32990,0,-115400,2150
99,0,0,1991,0,0,2,3,26180,259,0,0,0,0,211,0,0,0,21620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32881.168,-7008.357,0,-38908.632,-27002.086,-31806.62,-924.655,-37393.323,-9538.273,-27484.432,-6266.064,-13123.138,-27290.915,-42623.938,-36313.209,-13683.251,-30735.748,-14002.062,-41410.591,-17459.384,-248.054,-32747.002,-34645.464,0,0,26180,211,0,2151
99,0,0,1991,0,1,2,2,19430,2685,0,0,0,0,2532,0,0,0,256800,-172300,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32734.769,-6977.154,0,-38735.397,-26881.863,-31665.006,-920.539,-37226.835,-9495.805,-27362.061,-6238.165,-13064.709,-27169.406,-42434.161,-36151.529,-13622.328,-30598.901,-13939.719,-41226.216,-17381.648,-246.949,-32601.201,-34491.21,0,0,19430,2532,-172300,2152
99,0,1,1991,0,0,2,3,21330,36,0,467,0,0,0,0,0,0,0,-839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32712.809,-6972.473,0,-38709.412,-26863.83,-31643.764,-919.921,-37201.862,-9489.435,-27343.706,-6233.981,-13055.944,-27151.179,-42405.695,-36127.277,-13613.189,-30578.374,-13930.368,-41198.56,-17369.988,-246.783,-32579.33,-34468.072,0,0,21330,0,-839,2153
99,0,0,1991,0,1,3,2,0,84930,11440,3244,0,0,-20540,0,0,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32654.25,-6959.992,0,-38640.118,-26815.741,-31587.118,-918.274,-37135.266,-9472.448,-27294.758,-6222.821,-13032.573,-27102.576,-42329.784,-36062.606,-13588.82,-30523.635,-13905.431,-41124.81,-17338.894,-246.342,-32521.01,-34406.37,0,0,0,-20540,0,2154
99,0,0,1991,0,1,2,2,125600,384,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32646.93,-6958.431,0,-38631.456,-26809.73,-31580.037,-918.068,-37126.942,-9470.324,-27288.639,-6221.426,-13029.651,-27096.5,-42320.295,-36054.522,-13585.774,-30516.793,-13902.314,-41115.591,-17335.007,-246.286,-32513.72,-34398.657,0,0,125600,0,0,2155
99,0,0,1991,0,0,2,2,0,4019,0,0,0,0,0,0,0,0,0,81810,0,9167,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32588.37,-6945.95,0,-38562.162,-26761.64,-31523.391,-916.422,-37060.346,-9453.337,-27239.691,-6210.267,-13006.28,-27047.897,-42244.384,-35989.85,-13561.405,-30462.054,-13877.377,-41041.841,-17303.913,-245.845,-32455.399,-34336.956,0,0,0,0,81810,2156
99,0,0,1991,0,0,2,2,0,24250,0,607,0,0,-7711,0,0,0,-163300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33040,0,0,-32559.091,-6939.709,0,-38527.515,-26737.596,-31495.068,-915.598,-37027.049,-9444.844,-27215.217,-6204.687,-12994.594,-27023.595,-42206.429,-35957.514,-13549.22,-30434.685,-13864.909,-41004.966,-17288.366,-245.624,-32426.239,-34306.105,0,0,0,-7711,0,2157
99,0,0,1991,0,1,2,2,18940,36020,230800,213200,0,0,-208300,0,0,0,-8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10910,0,0,-32507.851,-6928.788,0,-38466.883,-26695.518,-31445.503,-914.157,-36968.778,-9429.98,-27172.387,-6194.922,-12974.144,-26981.067,-42140.007,-35900.926,-13527.897,-30386.789,-13843.089,-40940.435,-17261.158,-245.237,-32375.208,-34252.116,0,0,18940,-208300,0,2158
99,0,0,1991,0,0,2,3,54170,124700,0,202800,0,0,0,0,0,0,-925900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32500.531,-6927.228,0,-38458.221,-26689.507,-31438.422,-913.952,-36960.453,-9427.857,-27166.269,-6193.527,-12971.222,-26974.991,-42130.518,-35892.842,-13524.851,-30379.946,-13839.972,-40931.216,-17257.272,-245.182,-32367.918,-34244.403,0,0,54170,0,0,2159
99,0,0,1991,0,1,2,2,0,27080,22510,4249,0,0,-184900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32493.211,-6925.667,0,-38449.559,-26683.495,-31431.342,-913.746,-36952.129,-9425.733,-27160.15,-6192.132,-12968.301,-26968.916,-42121.029,-35884.758,-13521.805,-30373.104,-13836.855,-40921.997,-17253.385,-245.127,-32360.628,-34236.691,0,0,0,-184900,0,2160
99,0,0,1991,0,0,2,4,44500,178,0,0,0,0,-26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32449.291,-6916.306,0,-38397.589,-26647.428,-31388.857,-912.511,-36902.182,-9412.993,-27123.439,-6183.763,-12950.772,-26932.463,-42064.096,-35836.254,-13503.528,-30332.05,-13818.152,-40866.685,-17230.064,-244.795,-32316.888,-34190.414,0,0,44500,-26170,0,2161
99,0,0,1991,0,0,2,2,0,1111000,223000,193000,0,0,-928900,0,0,0,-890400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71960,0,-32441.972,-6914.746,0,-38388.927,-26641.417,-31381.777,-912.305,-36893.858,-9410.869,-27117.32,-6182.368,-12947.851,-26926.388,-42054.607,-35828.17,-13500.482,-30325.208,-13815.035,-40857.466,-17226.177,-244.74,-32309.598,-34182.702,0,0,0,-928900,0,2162
99,0,0,1991,0,1,1,1,36020,31600,0,130500,0,0,0,0,0,0,-817500,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32434.652,-6913.186,0,-38380.265,-26635.406,-31374.696,-912.099,-36885.533,-9408.746,-27111.202,-6180.973,-12944.929,-26920.312,-42045.118,-35820.086,-13497.436,-30318.365,-13811.918,-40848.247,-17222.291,-244.685,-32302.308,-34174.989,0,0,36020,0,0,2163
99,0,0,1991,0,1,2,2,0,17610,0,44,0,0,0,0,0,0,-60090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85190,0,0,-32368.772,-6899.144,0,-38302.309,-26581.306,-31310.969,-910.246,-36810.614,-9389.635,-27056.135,-6168.419,-12918.636,-26865.633,-41959.718,-35747.331,-13470.021,-30256.784,-13783.864,-40765.279,-17187.31,-244.188,-32236.697,-34105.575,0,0,0,0,0,2164
99,0,0,1991,0,1,2,2,0,120600,0,0,0,0,654,0,0,0,-109800,3291,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32258.973,-6875.741,0,-38172.383,-26491.139,-31204.759,-907.159,-36685.747,-9357.785,-26964.357,-6147.494,-12874.815,-26774.502,-41817.386,-35626.071,-13424.329,-30154.149,-13737.107,-40626.998,-17129.008,-243.36,-32127.346,-33989.884,0,0,0,654,3291,2165
99,0,0,1991,0,0,1,1,236000,1669,0,0,0,0,-670400,0,0,0,-4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,11150,0,0,-32222.373,-6867.941,0,-38129.074,-26461.083,-31169.355,-906.129,-36644.125,-9347.168,-26933.764,-6140.52,-12860.207,-26744.124,-41769.941,-35585.651,-13409.098,-30119.938,-13721.522,-40580.904,-17109.574,-243.084,-32090.896,-33951.321,0,0,236000,-670400,0,2166
99,0,0,1991,0,0,2,3,0,39690,0,106,0,0,-772800,0,0,0,40550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417100,0,0,-32163.814,-6855.459,0,-38059.78,-26412.994,-31112.709,-904.483,-36577.53,-9330.181,-26884.816,-6129.36,-12836.836,-26695.521,-41694.031,-35520.979,-13384.729,-30065.199,-13696.585,-40507.154,-17078.48,-242.642,-32032.575,-33889.619,0,0,0,-772800,0,2167
99,0,0,1991,0,1,2,2,3100,48650,0,4837,0,0,20240,0,0,0,680200,0,0,0,0,0,0,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32156.494,-6853.899,0,-38051.118,-26406.982,-31105.628,-904.277,-36569.205,-9328.057,-26878.698,-6127.965,-12833.914,-26689.445,-41684.542,-35512.896,-13381.683,-30058.357,-13693.468,-40497.935,-17074.593,-242.587,-32025.285,-33881.906,0,0,3100,20240,0,2168
99,0,0,1991,0,1,3,4,210000,163800,0,390,0,0,67000,0,0,0,708700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0,0,0,0,0,0,-32149.174,-6852.339,0,-38042.456,-26400.971,-31098.548,-904.071,-36560.881,-9325.934,-26872.579,-6126.57,-12830.993,-26683.37,-41675.053,-35504.812,-13378.637,-30051.515,-13690.35,-40488.716,-17070.707,-242.531,-32017.995,-33874.194,0,0,210000,67000,0,2169
99,0,0,1991,0,1,1,1,0,309800,0,8617,0,0,82730,0,0,0,212400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184000,0,0,-32090.614,-6839.857,0,-37973.162,-26352.882,-31041.902,-902.424,-36494.285,-9308.947,-26823.631,-6115.411,-12807.621,-26634.766,-41599.142,-35440.14,-13354.268,-29996.776,-13665.414,-40414.966,-17039.612,-242.09,-31959.674,-33812.492,0,0,0,82730,0,2170
99,0,0,1991,0,1,4,2,97740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32083.294,-6838.297,0,-37964.5,-26346.871,-31034.821,-902.218,-36485.961,-9306.823,-26817.512,-6114.016,-12804.7,-26628.691,-41589.653,-35432.056,-13351.222,-29989.934,-13662.296,-40405.748,-17035.726,-242.034,-31952.384,-33804.779,0,0,97740,0,0,2171
99,0,0,1991,0,0,2,2,61500,30680,0,570,0,0,6712,0,0,0,-523300,-15230,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32054.015,-6832.056,0,-37929.853,-26322.826,-31006.498,-901.395,-36452.663,-9298.33,-26793.038,-6108.436,-12793.014,-26604.389,-41551.698,-35399.72,-13339.037,-29962.564,-13649.828,-40368.873,-17020.179,-241.814,-31923.224,-33773.928,0,0,61500,6712,-15230,2172
99,0,0,1991,0,0,1,1,200,0,0,0,0,0,0,0,0,0,64200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32046.695,-6830.496,0,-37921.192,-26316.815,-30999.417,-901.189,-36444.339,-9296.206,-26786.92,-6107.041,-12790.093,-26598.314,-41542.209,-35391.636,-13335.991,-29955.722,-13646.711,-40359.654,-17016.292,-241.758,-31915.934,-33766.216,0,0,200,0,0,2173
99,0,0,1991,0,1,2,4,8500,0,0,0,0,0,210300,0,0,0,131800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32017.415,-6824.255,0,-37886.545,-26292.771,-30971.095,-900.366,-36411.041,-9287.713,-26762.446,-6101.461,-12778.407,-26574.012,-41504.253,-35359.3,-13323.806,-29928.353,-13634.242,-40322.779,-17000.745,-241.537,-31886.774,-33735.365,0,0,8500,210300,0,2174
99,0,0,1991,0,1,2,5,140600,208500,0,31980,89710,0,0,0,0,0,-987100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,0,0,-32010.095,-6822.695,0,-37877.883,-26286.759,-30964.014,-900.16,-36402.717,-9285.589,-26756.327,-6100.067,-12775.485,-26567.936,-41494.765,-35351.216,-13320.76,-29921.51,-13631.125,-40313.56,-16996.858,-241.482,-31879.483,-33727.652,0,0,140600,0,0,2175
99,0,0,1991,0,0,2,5,11830,8116,0,674,217,0,38420,0,0,0,-31940,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,0,-32002.775,-6821.135,0,-37869.221,-26280.748,-30956.933,-899.954,-36394.392,-9283.466,-26750.209,-6098.672,-12772.564,-26561.861,-41485.276,-35343.132,-13317.714,-29914.668,-13628.008,-40304.342,-16992.971,-241.427,-31872.193,-33719.94,0,0,11830,38420,0,2176
99,0,0,1991,0,1,1,1,24460,3060,0,105,0,0,266200,0,0,0,-36700,0,0,0,0,0,0,31470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31958.855,-6811.774,0,-37817.251,-26244.681,-30914.449,-898.719,-36344.446,-9270.726,-26713.497,-6090.302,-12755.035,-26525.408,-41428.343,-35294.628,-13299.437,-29873.614,-13609.306,-40249.029,-16969.65,-241.096,-31828.453,-33673.663,0,0,24460,266200,0,2177
99,0,0,1991,0,0,2,2,4500,60,0,0,0,0,152,0,0,0,96080,0,0,15260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31892.976,-6797.732,0,-37739.295,-26190.581,-30850.722,-896.866,-36269.526,-9251.615,-26658.431,-6077.748,-12728.742,-26470.729,-41342.943,-35221.872,-13272.022,-29812.033,-13581.252,-40166.06,-16934.67,-240.599,-31762.842,-33604.249,0,0,4500,152,0,2178
99,0,0,1991,0,0,4,3,0,300300,0,0,0,0,0,0,0,0,-76470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28390,0,0,-31834.417,-6785.251,0,-37670.001,-26142.492,-30794.076,-895.22,-36202.93,-9234.628,-26609.482,-6066.588,-12705.371,-26422.126,-41267.032,-35157.201,-13247.653,-29757.294,-13556.315,-40092.31,-16903.575,-240.157,-31704.522,-33542.547,0,0,0,0,0,2179
99,0,0,1991,0,1,2,4,0,0,0,0,2213,0,-141900,0,0,0,-68520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39480,0,0,-31783.177,-6774.329,0,-37609.368,-26100.414,-30744.511,-893.779,-36144.659,-9219.764,-26566.653,-6056.823,-12684.921,-26379.597,-41200.61,-35100.613,-13226.33,-29709.398,-13534.495,-40027.779,-16876.368,-239.77,-31653.491,-33488.558,0,0,0,-141900,0,2180
99,0,0,1991,0,1,1,1,21300,3752,0,0,0,0,-61660,0,0,0,-1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31753.897,-6768.089,0,-37574.721,-26076.369,-30716.188,-892.955,-36111.362,-9211.271,-26542.179,-6051.244,-12673.235,-26355.296,-41162.655,-35068.277,-13214.145,-29682.029,-13522.026,-39990.904,-16860.821,-239.549,-31624.331,-33457.708,0,0,21300,-61660,0,2181
99,0,0,1991,0,1,2,2,600,33430,8424,26640,0,0,-6362,0,0,6699,35590,0,0,12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31673.378,-6750.927,0,-37479.442,-26010.247,-30638.3,-890.691,-36019.793,-9187.913,-26474.875,-6035.899,-12641.099,-26288.466,-41058.277,-34979.353,-13180.638,-29606.763,-13487.738,-39889.498,-16818.066,-238.942,-31544.14,-33372.868,0,0,600,-6362,0,2182
99,0,0,1991,0,1,2,3,0,248200,0,24340,0,0,455200,0,0,0,-1324000,-66100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123800,0,0,-31666.058,-6749.366,0,-37470.78,-26004.235,-30631.22,-890.485,-36011.469,-9185.79,-26468.756,-6034.504,-12638.177,-26282.39,-41048.788,-34971.269,-13177.592,-29599.921,-13484.621,-39880.279,-16814.18,-238.887,-31536.85,-33365.155,0,0,0,455200,-66100,2183
99,0,0,1991,0,0,2,3,0,6776,0,0,17260,0,0,0,3972,0,-326400,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,7961,0,0,-31651.418,-6746.246,0,-37453.457,-25992.213,-30617.058,-890.074,-35994.82,-9181.543,-26456.519,-6031.715,-12632.335,-26270.239,-41029.811,-34955.101,-13171.499,-29586.236,-13478.387,-39861.842,-16806.406,-238.776,-31522.27,-33349.73,0,0,0,0,0,2184
99,0,0,1991,0,1,2,6,136200,74290,0,3273,0,0,0,0,0,0,-1018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,-31636.778,-6743.126,0,-37436.133,-25980.191,-30602.897,-889.662,-35978.171,-9177.296,-26444.282,-6028.925,-12626.492,-26258.088,-41010.833,-34938.933,-13165.407,-29572.551,-13472.153,-39843.404,-16798.632,-238.666,-31507.69,-33334.304,0,0,136200,0,0,2185
99,0,0,1991,0,0,1,1,0,35930,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31614.818,-6738.445,0,-37410.148,-25962.157,-30581.655,-889.044,-35953.198,-9170.926,-26425.927,-6024.74,-12617.727,-26239.862,-40982.366,-34914.681,-13156.269,-29552.024,-13462.801,-39815.748,-16786.972,-238.5,-31485.82,-33311.166,0,0,0,0,0,2186
99,0,0,1991,0,1,2,2,0,2752,0,23720,0,0,0,0,0,0,-25120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40530,0,0,-31592.859,-6733.765,0,-37384.162,-25944.124,-30560.412,-888.427,-35928.224,-9164.556,-26407.571,-6020.555,-12608.963,-26221.636,-40953.9,-34890.43,-13147.13,-29531.497,-13453.45,-39788.092,-16775.312,-238.335,-31463.949,-33288.028,0,0,0,0,0,2187
99,0,0,1991,0,0,2,4,905300,9130,0,1026000,0,0,0,0,0,0,-892400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434,0,0,0,0,0,0,0,228700,0,0,-31585.539,-6732.204,0,-37375.501,-25938.113,-30553.332,-888.221,-35919.9,-9162.433,-26401.452,-6019.16,-12606.042,-26215.56,-40944.411,-34882.346,-13144.084,-29524.655,-13450.333,-39778.873,-16771.425,-238.279,-31456.659,-33280.315,0,0,905300,0,0,2188
99,0,0,1991,0,0,2,4,77610,98140,0,0,39800,0,-253,0,0,0,-1103000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31570.899,-6729.084,0,-37358.177,-25926.09,-30539.17,-887.809,-35903.251,-9158.186,-26389.215,-6016.37,-12600.199,-26203.409,-40925.433,-34866.178,-13137.992,-29510.97,-13444.099,-39760.436,-16763.652,-238.169,-31442.079,-33264.89,0,0,77610,-253,0,2189
99,0,0,1991,0,0,2,2,119500,155300,100500,0,1146,0,0,0,0,0,-706800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31490.379,-6711.922,0,-37262.898,-25859.968,-30461.282,-885.545,-35811.682,-9134.829,-26321.912,-6001.026,-12568.063,-26136.58,-40821.056,-34777.254,-13104.484,-29435.705,-13409.81,-39659.03,-16720.897,-237.561,-31361.888,-33180.05,0,0,119500,0,0,2190
